"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
120,120,"KO-","Kosovo","","","Kosova","","Republika e Kosovës|Kosovë|Kosovo|<U+041A><U+043E><U+0441><U+043E><U+0432><U+043E>","","","","","","","","","Kosova","",NA,"",NA,"2008","Present",NA
