"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
124,124,"LVA","Latvia","LATVIA","Latvia","Latvija","Latvian SSR|Latvian S.S.R.","","","Lettonie ","Letonia ","<U+041B><U+0430><U+0442><U+0432><U+0438><U+044F>","<U+0644><U+0627><U+062A><U+0641><U+064A><U+0627>","<U+62C9><U+8131><U+7EF4><U+4E9A> ","Soviet Union|Union of Soviet Socialist Republics|U.S.S.R.|USSR|CCCP|C.C.C.P.","","Latvia","LV",NA,"LG",428,"19181118","Present",1
