"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
200,200,"SRB","Serbia","SERBIA","Serbia and Montenegro","Srbija","","Serbia and Montenegro","","Serbie ","Serbia ","<U+0421><U+0435><U+0440><U+0431><U+0438><U+044F>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0629> <U+0635><U+0631><U+0628><U+064A><U+0627> ","<U+585E><U+5C14><U+7EF4><U+4E9A> ","Jugoslavia|Yugoslavia","","Serbia","RS",NA,"RB",688,"20060605","Present",NA
