"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
238,238,"ARE","United Arab Emirates","UNITED ARAB EMIRATES","United Arab Emirates","Al Imarat al Arabiyah al Muttahidah","Trucial Coast|Trucial Oman|Trucial States","","","Émirats Arabes Unis ","Emiratos Árabes Unidos ","<U+041E><U+0431><U+044A><U+0435><U+0434><U+0438><U+043D><U+0451><U+043D><U+043D><U+044B><U+0435> <U+0410><U+0440><U+0430><U+0431><U+0441><U+043A><U+0438><U+0435> <U+042D><U+043C><U+0438><U+0440><U+0430><U+0442><U+044B> (<U+041E><U+0410><U+042D>)","<U+0627><U+0644><U+0625><U+0645><U+0627><U+0631><U+0627><U+062A> <U+0627><U+0644><U+0639><U+0631><U+0628>","<U+963F><U+62C9><U+4F2F><U+8054><U+5408><U+914B><U+957F><U+56FD> ","","","United Arab Emirates","AE",NA,"AE",784,"1971","Present",NA
