"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
64,64,"DJI","Djibouti","DJIBOUTI","Djibouti","Djibouti","","Afars and Issas|French Somaliland|Jibuti|Somali Coast","","Djibouti ","Djibouti, Yibuti ","<U+0414><U+0436><U+0438><U+0431><U+0443><U+0442><U+0438>","<U+062C><U+064A><U+0628><U+0648><U+062A><U+064A>","<U+5409><U+5E03><U+63D0> ","","","Djibouti","DJ",NA,"DJ",262,"Unknown","Present",NA
