"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
136,136,"MYS","Malaysia","MALAYSIA","Malaysia","Malaysia","British North Borneo|Federated States of Malaya|Labuan|Malaya|Sarawak|Straits Settlements","","","Malaisie ","Malasia ","<U+041C><U+0430><U+043B><U+0430><U+0439><U+0437><U+0438><U+044F>","<U+0645><U+0627><U+0644><U+064A><U+0632><U+064A><U+0627>","<U+9A6C><U+6765><U+897F><U+4E9A> ","","","Malaysia","MY",NA,"MY",458,"19510831","Present",NA
