"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
22,22,"BEL","Belgium","BELGIUM","Belgium","Belgique|Belgie|Belgien","","Belgique|Belgien|Belgium","","Belgique ","Bélgica ","<U+0411><U+0435><U+043B><U+044C><U+0433><U+0438><U+044F> ","<U+0628><U+0644><U+062C><U+064A><U+0643><U+0627>","<U+6BD4><U+5229><U+65F6> ","","","Belgie","BE",NA,"BE",56,"~1900","Present",1
