"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
219,219,"SWZ","Swaziland","SWAZILAND","Swaziland","Swaziland","","Ngwane","","Swaziland ","Swazilandia ","<U+0421><U+0432><U+0430><U+0437><U+0438><U+043B><U+0435><U+043D><U+0434>","<U+0633><U+0648><U+0627><U+0632><U+064A><U+0644><U+0646><U+062F>","<U+53F2><U+74E6><U+6D4E><U+5170>","","","Swaziland","SZ",NA,"WZ",748,"1900","Present",NA
