"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
233,233,"TKM","Turkmenistan","TURKMENISTAN","Turkmenistan","Turkmenistan","Turkmen SSR|Turkmen S.S.R.","","","Turkménistan ","Turkmenistan ","<U+0422><U+0443><U+0440><U+043A><U+043C><U+0435><U+043D><U+0438><U+0441><U+0442><U+0430><U+043D>","<U+062A><U+0631><U+0643><U+0645><U+0627><U+0646><U+0633><U+062A><U+0627><U+0646>","<U+571F><U+5E93><U+66FC> ","Soviet Union|Union of Soviet Socialist Republics|U.S.S.R.|USSR|CCCP|C.C.C.P.","","Turkmenistan","TM",NA,"TX",795,"Unknown","Present",NA
