"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
75,75,"FLK","Falkland Islands","FALKLAND ISLANDS (MALVINAS)","","Islas Malvinas","","Islas Malvinas|Malvinas|Falklands","","Falkland, Îles (Malvinas) ","Islas Malvinas ","<U+0424><U+043E><U+043B><U+043A><U+043B><U+0435><U+043D><U+0434><U+0441><U+043A><U+0438><U+0435> <U+043E><U+0441><U+0442><U+0440><U+043E><U+0432><U+0430>","","","","","United Kingdom","FK",NA,"FK",238,"Unknown","Present",NA
