"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
130,130,"LTU","Lithuania","LITHUANIA","Lithuania","Lietuva","","Memel","","Lituanie ","Lituania ","<U+041B><U+0438><U+0442><U+0432><U+0430>","<U+0644><U+062A><U+0648><U+0627><U+0646><U+064A><U+0627>","<U+7ACB><U+9676><U+5B9B> ","Soviet Union|Union of Soviet Socialist Republics|U.S.S.R.|USSR|CCCP|C.C.C.P.","","Lithuania","LT",NA,"LH",440,"19390322","Present",1
