"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
12,12,"ARM","Armenia","ARMENIA","Armenia","Hayastan","","Transcaucasian Federated Republics","","Arménie ","Armenia ","<U+0410><U+0440><U+043C><U+0435><U+043D><U+0438><U+044F> ","<U+0623><U+0631><U+0645><U+064A><U+0646><U+064A><U+0627>","<U+4E9A><U+7F8E><U+5C3C><U+4E9A> ","Soviet Union|Union of Soviet Socialist Republics|U.S.S.R.|USSR|CCCP|C.C.C.P.","","Armenia","AM",NA,"AM",51,"19911208","Present",NA
