Gymnothorax marshallensis
Gymnothorax mccoskeri
Gymnothorax megaspilus
Gymnothorax melanosomatus
Gymnothorax melatremus
Gymnothorax meleagris
Gymnothorax microstictus
Gymnothorax miliaris
Gymnothorax minor
Gymnothorax moluccensis
Gymnothorax monochrous
Gymnothorax monostigma
Gymnothorax mordax
Gymnothorax moringa
Gymnothorax nasuta
Gymnothorax neglectus
Gymnothorax nigromarginatus
Gymnothorax niphostigmus
Gymnothorax nubilus
Gymnothorax nudivomer
Gymnothorax nuttingi
Gymnothorax obesus
Gymnothorax ocellatus
Gymnothorax panamensis
Gymnothorax parini
Gymnothorax phalarus
Gymnothorax phasmatodes
Gymnothorax philippinus
Gymnothorax pictus
Gymnothorax pikei
Gymnothorax pindae
Gymnothorax polygonius
Gymnothorax polyspondylus
Gymnothorax polyuranodon
Gymnothorax porphyreus
Gymnothorax prasinus
Gymnothorax prionodon
Gymnothorax prismodon
Gymnothorax prolatus
Gymnothorax pseudoherrei
Gymnothorax pseudothyrsoideus
Gymnothorax punctatofasciatus
Gymnothorax punctatus
Gymnothorax randalli
Gymnothorax reevesii
Gymnothorax reticularis
Gymnothorax richardsonii
Gymnothorax robinsi
Gymnothorax rueppellii
Gymnothorax sagenodeta
Gymnothorax sagmacephalus
Gymnothorax saxicola
Gymnothorax serratidens
Gymnothorax shaoi
Gymnothorax sokotrensis
Gymnothorax steindachneri
Gymnothorax taiwanensis
Gymnothorax thyrsoideus
Gymnothorax tile
Gymnothorax undulatus
Gymnothorax unicolor
Gymnothorax vagrans
Gymnothorax verrilli
Gymnothorax vicinus
Gymnothorax walvisensis
Gymnothorax woodwardi
Gymnothorax ypsilon
Gymnothorax zonipectis
Monopenchelys acuta
Muraena appendiculata
Muraena argus
Muraena augusti
Muraena clepsydra
Muraena helena
Muraena lentiginosa
Muraena melanotis
Muraena pavonina
Muraena retifera
Muraena robusta
Pseudechidna brummeri
Rhinomuraena quaesita
Scuticaria okinawae
Scuticaria tigrina
Strophidon sathete
Uropterygius concolor
Uropterygius fasciolatus
Uropterygius fuscoguttatus
Uropterygius genie
Uropterygius golanii
Uropterygius inornatus
Uropterygius kamar
Uropterygius macrocephalus
Uropterygius macularius
Uropterygius marmoratus
Uropterygius micropterus
Uropterygius nagoensis
Uropterygius oligospondylus
Uropterygius polyspilus
Uropterygius polystictus
Uropterygius supraforatus
Uropterygius versutus
Uropterygius wheeleri
Uropterygius xanthopterus
Uropterygius xenodontus
Myroconger compressus
Myroconger gracilis
Myroconger nigrodentatus
Myroconger prolixus
Myroconger seychellensis
Avocettina acuticeps
Avocettina bowersii
Avocettina infans
Avocettina paucipora
Labichthys carinatus
Labichthys yanoi
Nemichthys curvirostris
Nemichthys larseni
Nemichthys scolopaceus
Facciolella castlei
Facciolella equatorialis
Facciolella gilbertii
Facciolella karreri
Facciolella oxyrhyncha
Facciolella saurencheloides
Hoplunnis diomediana
Hoplunnis macrura
Hoplunnis megista
Hoplunnis pacifica
Hoplunnis punctata
Hoplunnis schmidti
Hoplunnis sicarius
Hoplunnis similis
Hoplunnis tenuis
Nettastoma falcinaris
Nettastoma melanurum
Nettastoma parviceps
Nettastoma solitarium
Nettastoma syntresis
Nettenchelys dionisi
Nettenchelys erroriensis
Nettenchelys exoria
Nettenchelys gephyra
Nettenchelys inion
Nettenchelys paxtoni
Nettenchelys pygmaea
Nettenchelys taylori
Saurenchelys cancrivora
Saurenchelys cognita
Saurenchelys fierasfer
Saurenchelys finitimus
Saurenchelys lateromaculatus
Saurenchelys meteori
Saurenchelys stylura
Saurenchelys taiwanensis
Venefica multiporosa
Venefica ocella
Venefica proboscidea
Venefica procera
Venefica tentaculata
Ahlia egmontis
Allips concolor
Aplatophis chauliodus
Aplatophis zorro
Aprognathodon platyventris
Apterichtus anguiformis
Apterichtus ansp
Apterichtus australis
Apterichtus caecus
Apterichtus equatorialis
Apterichtus flavicaudus
Apterichtus gracilis
Apterichtus gymnocelus
Apterichtus kendalli
Apterichtus keramanus
Apterichtus klazingai
Apterichtus monodi
Apterichtus moseri
Apterichtus orientalis
Asarcenchelys longimanus
Bascanichthys bascanium
Bascanichthys bascanoides
Bascanichthys ceciliae
Bascanichthys congoensis
Bascanichthys cylindricus
Bascanichthys deraniyagalai
Bascanichthys fijiensis
Bascanichthys filaria
Bascanichthys inopinatus
Bascanichthys kirkii
Bascanichthys longipinnis
Bascanichthys myersi
Bascanichthys panamensis
Bascanichthys paulensis
Bascanichthys pusillus
Bascanichthys scuticaris
Bascanichthys sibogae
Benthenchelys cartieri
Benthenchelys indicus
Benthenchelys pacificus
Brachysomophis atlanticus
Brachysomophis cirrocheilos
Brachysomophis crocodilinus
Brachysomophis henshawi
Brachysomophis longipinnis
Brachysomophis umbonis
Caecula pterygera
Callechelys bilinearis
Callechelys bitaeniata
Callechelys catostoma
Callechelys cliffi
Callechelys eristigma
Callechelys galapagensis
Callechelys guineensis
Callechelys kuro
Callechelys leucoptera
Callechelys lutea
Callechelys maculatus
Callechelys marmorata
Callechelys muraena
Callechelys papulosa
Callechelys randalli
Callechelys springeri
Caralophia loxochila
Cirrhimuraena calamus
Cirrhimuraena cheilopogon
Cirrhimuraena chinensis
Cirrhimuraena inhacae
Cirrhimuraena oliveri
Cirrhimuraena orientalis
Cirrhimuraena paucidens
Cirrhimuraena playfairii
Cirrhimuraena tapeinoptera
Cirrhimuraena yuanding
Cirricaecula johnsoni
Cirricaecula macdowelli
Dalophis boulengeri
Dalophis cephalopeltis
Dalophis imberbis
Dalophis multidentatus
Dalophis obtusirostris
Echelus myrus
Echelus pachyrhynchus
Echelus uropterus
Echiophis brunneus
Echiophis creutzbergi
Echiophis intertinctus
Echiophis punctifer
Ethadophis akkistikos
Ethadophis byrnei
Ethadophis merenda
Evips percinctus
Glenoglossa wassi
Gordiichthys combibus
Gordiichthys ergodes
Gordiichthys irretitus
Gordiichthys leibyi
Gordiichthys randalli
Hemerorhinus heyningi
Hemerorhinus opici
Herpetoichthys fossatus
Herpetoichthys regius
Hyphalophis devius
Ichthyapus acuticeps
Ichthyapus insularis
Ichthyapus omanensis
Ichthyapus ophioneus
Ichthyapus platyrhynchus
Ichthyapus selachops
Ichthyapus vulturis
Kertomichthys blastorhinos
Lamnostoma kampeni
Lamnostoma mindora
Lamnostoma orientalis
Lamnostoma polyophthalma
Lamnostoma taylori
Leiuranus semicinctus
Leiuranus versicolor
Leptenchelys vermiformis
Letharchus aliculatus
Letharchus rosenblatti
Letharchus velifer
Lethogoleos andersoni
Leuropharus lasiops
Luthulenchelys heemstraorum
Malvoliophis pinguis
Mixomyrophis pusillipinna
Muraenichthys gymnopterus
Muraenichthys macrostomus
Muraenichthys philippinensis
Muraenichthys schultzei
Muraenichthys sibogae
Muraenichthys thompsoni
Myrichthys aspetocheiros
Myrichthys breviceps
Myrichthys colubrinus
Myrichthys maculosus
Myrichthys magnificus
Myrichthys ocellatus
Myrichthys paleracio
Myrichthys pantostigmius
Myrichthys pardalis
Myrichthys tigrinus
Myrichthys xysturus
Myrophis anterodorsalis
Myrophis cheni
Myrophis lepturus
Myrophis microchir
Myrophis platyrhynchus
Myrophis plumbeus
Myrophis punctatus
Myrophis vafer
Mystriophis crosnieri
Mystriophis porphyreus
Mystriophis rostellatus
Neenchelys buitendijki
Neenchelys daedalus
Neenchelys microtretus
Neenchelys retropinna
Ophichthus alleni
Ophichthus altipennis
Ophichthus aniptocheilos
Ophichthus apachus
Ophichthus aphotistos
Ophichthus apicalis
Ophichthus arneutes
Ophichthus asakusae
Ophichthus bonaparti
Ophichthus brachynotopterus
Ophichthus brasiliensis
Ophichthus brevicaudatus
Ophichthus brevirostris
Ophichthus celebicus
Ophichthus cephalozona
Ophichthus congroides
Ophichthus cruentifer
Ophichthus cylindroideus
Ophichthus echeloides
Ophichthus episcopus
Ophichthus erabo
Ophichthus exourus
Ophichthus fasciatus
Ophichthus frontalis
Ophichthus genie
Ophichthus gomesii
Ophichthus grandoculis
Ophichthus hirritus
Ophichthus humanni
Ophichthus hyposagmatus
Ophichthus ishiyamorum
Ophichthus kunaloa
Ophichthus lentiginosus
Ophichthus leonensis
Ophichthus limkouensis
Ophichthus lithinus
Ophichthus longipenis
Ophichthus machidai
Ophichthus macrochir
Ophichthus macrops
Ophichthus maculatus
Ophichthus manilensis
Ophichthus marginatus
Ophichthus mecopterus
Ophichthus megalops
Ophichthus melanoporus
Ophichthus melope
Ophichthus menezesi
Ophichthus microstictus
Ophichthus mystacinus
Ophichthus obtusus
Ophichthus omorgmus
Ophichthus ophis
Ophichthus polyophthalmus
Ophichthus puncticeps
Ophichthus remiger
Ophichthus retrodorsalis
Ophichthus rex
Ophichthus roseus
Ophichthus rotundus
Ophichthus rufus
Ophichthus rugifer
Ophichthus rutidoderma
Ophichthus serpentinus
Ophichthus singapurensis
Ophichthus spinicauda
Ophichthus stenopterus
Ophichthus tchangi
Ophichthus tetratrema
Ophichthus tomioi
Ophichthus triserialis
Ophichthus tsuchidae
Ophichthus unicolor
Ophichthus urolophus
Ophichthus woosuitingi
Ophichthus zophochir
Ophisurus macrorhynchos
Ophisurus serpens
Paraletharchus opercularis
Paraletharchus pacificus
Phaenomonas cooperae
Phaenomonas foresti
Phaenomonas forsteri
Phaenomonas longissima
Phaenomonas pinnata
Phyllophichthus xenodontus
Pisodonophis boro
Pisodonophis cancrivorus
Pisodonophis copelandi
Pisodonophis daspilotus
