"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
122,122,"KGZ","Kyrgyzstan","KYRGYZSTAN","Kyrgyzstan","Kyrgyz Respublikasy","Kyrgyz SSR|Kyrgyz S.S.R.","","","Kirghizistan ","Kirguistán ","<U+041A><U+0438><U+0440><U+0433><U+0438><U+0437><U+0438><U+044F>","<U+0642><U+064A><U+0631><U+063A><U+064A><U+0632><U+0633><U+062A><U+0627><U+0646>","<U+5409><U+5C14><U+5409><U+65AF><U+65AF><U+5766> ","Soviet Union|Union of Soviet Socialist Republics|U.S.S.R.|USSR|CCCP|C.C.C.P.","","Kyrgyzstan","KG",NA,"KG",417,"19241014","Present",NA
