-77.7749,-1.36213,1
-73.341,-11.78,1
-76.3,-6.46111,1
-76.3,-6.46111,1
-76.3,-6.46111,1
-76.3,-6.46111,1
-76.3,-6.46111,1
-76.3,-6.46111,1
-76.3,-6.46111,1
-76.3,-6.46111,1
-76.3,-6.46111,1
-74.63,-4.92,1
-69.6167,-13.3,1
-69.6167,-13.3,1
-53.4167,4.93333,1
-76.3667,-6.48333,1
-77.7167,-3.91667,1
-77.7733,-4.01667,1
-77.7167,-3.91667,1
-77.751,-4.022,1
-77.7733,-4.01667,1
-77.7167,-3.91667,1
-77.7167,-3.91667,1
-77.7167,-3.91667,1
-77.751,-4.022,1
-77.7167,-3.91667,1
-77.7167,-3.91667,1
-77.7167,-3.91667,1
-77.7167,-3.91667,1
-77.7733,-4.01667,1
-77.7167,-3.91667,1
-77.7167,-3.91667,1
-78.15,-4.26667,1
-78.15,-4.26667,1
-78.15,-4.26667,1
-78.15,-4.26667,1
-78.15,-4.26667,1
-78.15,-4.26667,1
-78.15,-4.26667,1
-78.15,-4.26667,1
-78.15,-4.26667,1
-78.15,-4.26667,1
-78.15,-4.26667,1
-78.15,-4.26667,1
-54.2295,-2.90654,1
-54.2295,-2.90654,1
-54.2295,-2.90654,1
-54.2295,-2.90654,1
-54.2295,-2.90654,1
-54.2295,-2.90654,1
-54.2295,-2.90654,1
-77.9333,-1.5,1
-77.9333,-1.5,1
-77.9333,-1.5,1
-77.9333,-1.5,1
-77.9333,-1.5,1
-77.9333,-1.5,1
-52.05,0.9833,1
-52.05,0.9833,1
-78.4167,-2.9667,1
-78.4167,-2.9667,1
-77.7947,-2.62306,1
-77.7947,-2.62306,1
-77.6167,-4.46667,1
-77.6333,-4.45,1
-77.6167,-4.46667,1
-78.1667,-4.4667,1
-78.1667,-4.4667,1
-78.1667,-4.4667,1
-78.1667,-4.4667,1
-78.1667,-4.4667,1
-77.75,-1.58333,1
-78.1667,-4.4667,1
-78.1667,-4.4667,1
-78.1667,-4.4667,1
-77.75,-1.58333,1
