-73.9263,10.9075,1
-73.9263,10.9075,1
-73.9263,10.9075,1
-73.9191,10.9114,1
-73.7222,10.8236,1
-73.7222,10.8236,1
-73.7222,10.8236,1
-73.6383,10.6383,1
-73.8798,10.934,1
-73.8798,10.934,1
-73.8798,10.934,1
-73.8798,10.934,1
-73.8798,10.934,1
-74.0464,10.906,1
-74.0464,10.906,1
-74.0464,10.906,1
-74.0464,10.906,1
-74.0464,10.906,1
-74.0464,10.906,1
-74.0464,10.906,1
-74.0464,10.906,1
-74.0464,10.906,1
-74.0464,10.906,1
-74.0464,10.906,1
-73.85,10.9,1
-73.85,10.9,1
-73.85,10.9,1
-73.85,10.9,1
-73.45,10.88,1
-73.45,10.88,1
-73.6167,10.5667,1
-73.6383,10.6383,1
-73.9263,10.9075,1
-73.9263,10.9075,1
-73.9263,10.9075,1
