"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
186,186,"RUS","Russia","RUSSIAN FEDERATION","Russian Federation","Rossiya","Russian SSR|Russian S.S.R.|Karelia|Tannu Tuva","Russian Federation","<U+0420><U+043E><U+0441><U+0441><U+0438>´<U+044F>|<U+0420><U+043E><U+0441><U+0441><U+0438>´<U+0439><U+0441><U+043A><U+0430><U+044F> <U+0424><U+0435><U+0434><U+0435><U+0440><U+0430>´<U+0446><U+0438><U+044F>","Russie, Fédération de ","Federación Rusa ","<U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>","<U+0631><U+0648><U+0633><U+064A><U+0627>","<U+4FC4><U+7F57><U+65AF> ","Soviet Union|Union of Soviet Socialist Republics|U.S.S.R.|USSR|CCCP|C.C.C.P.","","Russia","RU",NA,"RS",643,"Unknown","Present",NA
