"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
164,164,"NIU","Niue","NIUE","Niue","Niue","","Savage Island","","Nioué ","Niue ","<U+041D><U+0438><U+0443><U+044D>","<U+0646><U+064A>","","","","New Zealand","NU",NA,"NE",570,"1900","Present",NA
