"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
100,100,"HMD","Heard Island and McDonald Islands","HEARD ISLAND AND MCDONALD ISLANDS","","Heard and Mc Donald","","","","Île Heard et Îles Mcdonald ","Islas de Heard y McDonald ","","","","","","Australia","HM",NA,"HM",334,"Unknown","Present",NA
