"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
21,21,"BLR","Belarus","BELARUS","Belarus","Byelarus|Byelorussia","White Russian S.S.R.|White Russian SSR","Belarus|White Russia","<U+0411><U+0435><U+043B><U+0430><U+0440><U+0443><U+0441><U+044C>","Bélarus ","Bielorrusia ","<U+0411><U+0435><U+043B><U+043E><U+0440><U+0443><U+0441><U+0441><U+0438><U+044F> ","<U+0631><U+0648><U+0633><U+064A><U+0627> <U+0627><U+0644><U+0628><U+064A><U+0636><U+0627><U+0621>","<U+767D><U+4FC4><U+7F57><U+65AF> ","U.S.S.R.|USSR|CCCP|C.C.C.P.|Soviet Union|Union of Soviet Socialist Republics","","Belarus","BY",NA,"BO",112,"19910825","Present",NA
