"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
88,88,"GIB","Gibraltar","GIBRALTAR","","Gibraltar","","","","Gibraltar ","Gibraltar ","<U+0413><U+0438><U+0431><U+0440><U+0430><U+043B><U+0442><U+0430><U+0440>","<U+062C><U+0628><U+0644> <U+0637><U+0627><U+0631><U+0642>","","","","United Kingdom","GI",NA,"GI",292,"1713","Present",NA
