"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
244,244,"VUT","Vanuatu","VANUATU","Vanuatu","Vanuatu","","New Hebrides","","Vanuatu ","Vanuatu ","<U+0412><U+0430><U+043D><U+0443><U+0430><U+0442><U+0443> ","<U+0641><U+0627><U+0646><U+0648><U+0627><U+062A><U+0648>","<U+74E6><U+52AA><U+963F><U+56FE> ","","","Vanuatu","VU",NA,"NH",548,"Unknown","Present",NA
