"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
224,224,"TJK","Tajikistan","TAJIKISTAN","Tajikistan","Jumhurii Tojikiston","Tajik SSR|Tajik S.S.R.","","","Tadjikistan ","Tadjikistan ","<U+0422><U+0430><U+0434><U+0436><U+0438><U+043A><U+0438><U+0441><U+0442><U+0430><U+043D>","<U+0637><U+0627><U+062C><U+064A><U+0643><U+0633><U+062A><U+0627><U+0646>","<U+5854><U+5409><U+514B><U+65AF><U+5766> ","Soviet Union|Union of Soviet Socialist Republics|U.S.S.R.|USSR|CCCP|C.C.C.P.","","Tajikistan","TJ",NA,"TI",762,"19910909","Present",NA
