"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
251,251,"YEM","Yemen","YEMEN","Yemen","Al Yaman","","Aden Protectorate|North Yemen|South Arabia|South Yemen","","Yémen ","Yemen ","<U+0419><U+0435><U+043C><U+0435><U+043D>","<U+0627><U+0644><U+064A><U+0645><U+0646>","<U+4E5F><U+95E8> ","","","Yemen","YE",NA,"YM",887,"~1900","Present",NA
