"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
243,243,"UZB","Uzbekistan","UZBEKISTAN","Uzbekistan","Uzbekiston Respublikasi","Uzbek SSR|Uzbek S.S.R.","","","Ouzbékistan ","Uzbekistán ","<U+0423><U+0437><U+0431><U+0435><U+043A><U+0438><U+0441><U+0442><U+0430><U+043D>","<U+0623><U+0648><U+0632><U+0628><U+0627><U+0643><U+0633><U+062A><U+0627><U+0646>","<U+4E4C><U+5179><U+522B><U+514B><U+65AF><U+5766> ","Soviet Union|Union of Soviet Socialist Republics|U.S.S.R.|USSR|CCCP|C.C.C.P.","","Uzbekistan","UZ",NA,"UZ",860,"~1900","Present",NA
