"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
225,225,"TZA","Tanzania","TANZANIA, UNITED REPUBLIC OF","Tanzania, United Rep of","Tanzania","","United Republic of Tanzania|Tanzania, United Republic of|German East Africa|Tanganyika|Zanzibar","","Tanzanie, République-Unie de ","Tanzania ","<U+0422><U+0430><U+043D><U+0437><U+0430><U+043D><U+0438><U+044F>","<U+062A><U+0646><U+0632><U+0627><U+0646><U+064A><U+0627>","<U+5766><U+6851><U+5C3C><U+4E9A> ","","","Tanzania","TZ",NA,"TZ",834,"19640426","Present",NA
