"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
105,105,"IND","India","INDIA","India","Bharat","","Bharat|Damão and Diu|Goa|Hindustan","","Inde ","India ","<U+0418><U+043D><U+0434><U+0438><U+044F>","<U+0627><U+0644><U+0647><U+0646><U+062F>","<U+5370><U+5EA6> ","","","India","IN",NA,"IN",356,"Unknown","Present",NA
