"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
39,39,"KHM","Cambodia","CAMBODIA","Cambodia","Kampuchea","","Kampuchea|Khmer Republic","","Cambodge ","Camboya ","<U+041A><U+0430><U+043C><U+0431><U+043E><U+0434><U+0436><U+0430>","<U+0643><U+0645><U+0628><U+0648><U+062F><U+064A><U+0627>","<U+67EC><U+57D4><U+5BE8> ","","","Cambodia","KH",NA,"CB",116,"19490719","Present",NA
