"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
189,189,"KNA","Saint Kitts and Nevis","SAINT KITTS AND NEVIS","Saint Kitts and Nevis","Saint Kitts and Nevis","","Saint Christopher and Nevis|Saint Kitts-Nevis|Leeward Islands","","Saint-Kitts-et-Nevis ","San Cristobal y Nevis ","<U+0421><U+0435><U+043D><U+0442>-<U+041A><U+0438><U+0442><U+0441> <U+0438> <U+041D><U+0435><U+0432><U+0438><U+0441>","<U+0633><U+0627><U+0646><U+062A> <U+0643><U+064A><U+062A><U+0633> <U+0648><U+0646><U+064A><U+0641><U+0633>","<U+5723><U+57FA><U+8328><U+548C><U+5C3C><U+7EF4><U+65AF> ","West Indies Federation","","Saint Kitts and Nevis","KN",NA,"SC",659,"Unknown","Present",NA
