"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
71,71,"GNQ","Equatorial Guinea","EQUATORIAL GUINEA","Equatorial Guinea","Guinea Ecuatorial","Fernando Po|Rio Muni|Spanish Guinea","","","Guinée Équatoriale ","Guinea Ecuatorial ","<U+042D><U+043A><U+0432><U+0430><U+0442><U+043E><U+0440><U+0438><U+0430><U+043B><U+044C><U+043D><U+0430><U+044F> <U+0413><U+0432><U+0438><U+043D><U+0435><U+044F>","<U+063A><U+064A><U+0646><U+064A><U+0627> <U+0627><U+0644><U+0627><U+0633><U+062A><U+0648><U+0627><U+0626><U+064A>","<U+8D64><U+9053><U+51E0><U+5185><U+4E9A> ","","","Equatorial Guinea","GQ",NA,"EK",226,"1909","Present",NA
