"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
208,208,"SOM","Somalia","SOMALIA","Somalia","Somalia","British Somaliland|Italian Somaliland|Oltre Giuba|Italian East Africa","","","Somalie ","Somalia ","<U+0421><U+043E><U+043C><U+0430><U+043B><U+0438>","<U+0627><U+0644><U+0635><U+0648><U+0645><U+0627><U+0644>","<U+7D22><U+9A6C><U+91CC> ","","","Somalia","SO",NA,"SO",706,"Unknown","Present",NA
