"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
61,61,"CZE","Czech Republic","CZECH REPUBLIC","Czech Republic","Ceská republika","Moravia|Bohemia","Cesko","","République Tchèque ","República Checa ","<U+0427><U+0435><U+0445><U+0438><U+044F>","<U+0627><U+0644><U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0629> <U+0627><U+0644><U+062A><U+0634><U+064A><U+0643><U+064A><U+0629>","<U+6377><U+514B><U+5171><U+548C><U+56FD> ","Czechoslovakia","","Czech Republic","CZ",NA,"EZ",203,"19930101","Present",1
