"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
82,82,"ATF","French Southern Territories","FRENCH SOUTHERN TERRITORIES","","Terres Australes et Antarctiques Françaises","","French Southern and Antarctic Lands","","Terres Australes Françaises ","  ","","","","","","France","TF",NA,"FS",260,"Unknown","Present",NA
