"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
16,16,"AZE","Azerbaijan","AZERBAIJAN","Azerbaijan, Republic of","Azarbaycan","Transcaucasian Federated Republics|Azerbaijan SSR|Azerbaijan S.S.R.","","","Azerbaïdjan ","Azerbaiyán ","<U+0410><U+0437><U+0435><U+0440><U+0431><U+0430><U+0439><U+0434><U+0436><U+0430><U+043D> ","<U+0623><U+0630><U+0631><U+0628><U+064A><U+062C><U+0627><U+0646>","<U+963F><U+585E><U+62DC><U+7586> ","Soviet Union|Union of Soviet Socialist Republics|U.S.S.R.|USSR|CCCP|C.C.C.P.","","Azerbaijan","AZ",NA,"AJ",31,"1936","Present",NA
