"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
180,180,"PRT","Portugal","PORTUGAL","Portugal","Portugal","","Azores|Madeira","","Portugal ","Portugal ","<U+041F><U+043E><U+0440><U+0442><U+0443><U+0433><U+0430><U+043B><U+0438><U+044F>","<U+0627><U+0644><U+0628><U+0631><U+062A><U+063A><U+0627><U+0644>","<U+8461><U+8404><U+7259> ","","","Portugal","PT",NA,"PO",620,"Unknown","Present",1
