"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
107,107,"IRN","Iran","IRAN, ISLAMIC REPUBLIC OF","Iran, Islamic Rep of","Iran","","Islamic Republic of Iran|Persia","","République Islamique d' Iran ","Irán ","<U+0418><U+0440><U+0430><U+043D>","<U+0625><U+064A><U+0631><U+0627><U+0646>","<U+4F0A><U+6717> ","","","Iran","IR",NA,"IR",364,"1900","Present",NA
